,id,age,height_cm,weight_kgs,value_euro,finishing,dribbling,volleys,acceleration,crossing,heading_accuracy,body_type,overall_rating
7738,228461,25,182.88,72.1,325000.0,39,53,41,64,40,51,Normal,61
2372,236024,25,175.26,68.9,950000.0,62,69,69,80,60,43,Lean,67
5681,235375,24,193.04,84.8,100000.0,9,9,8,22,10,14,Normal,55
8907,221831,26,170.18,67.1,450000.0,55,59,50,64,48,41,Normal,63
9681,169591,30,182.88,78.0,325000.0,35,59,36,65,59,56,Normal,64
13382,236457,23,152.4,71.2,1200000.0,42,65,44,75,67,60,Lean,69
6480,192120,31,193.04,78.0,80000.0,11,12,5,36,17,10,Normal,58
1729,214703,31,182.88,86.2,650000.0,20,22,20,51,14,18,Normal,69
11293,238694,25,182.88,77.1,850000.0,69,64,58,72,47,58,Lean,66
4485,238995,18,190.5,78.0,180000.0,58,55,34,67,50,60,Lean,56
16989,171875,30,154.94,72.1,6000000.0,67,80,76,78,80,62,Lean,76
10157,186845,31,154.94,73.9,500000.0,49,58,46,74,70,44,Lean,65
10763,245003,25,193.04,93.0,600000.0,24,26,27,57,31,62,Normal,65
14072,188586,31,190.5,82.1,1300000.0,55,64,59,42,66,65,Lean,70
14945,172613,32,152.4,71.2,1800000.0,66,67,72,68,75,50,Normal,71
4236,246602,19,187.96,73.9,260000.0,63,50,37,59,31,61,Normal,58
11445,213815,24,187.96,88.9,900000.0,66,64,53,84,41,59,Normal,66
2792,224875,23,154.94,69.9,725000.0,42,63,38,79,41,46,Normal,65
16108,196069,34,170.18,67.1,3400000.0,59,79,57,82,76,63,Normal,74
10516,212066,27,175.26,68.0,575000.0,36,62,39,79,65,52,Normal,65
2317,208592,23,175.26,66.2,925000.0,55,64,49,71,50,59,Normal,67
14340,181559,31,187.96,74.8,1200000.0,30,64,30,37,54,68,Lean,70
2311,233151,21,167.64,64.0,1200000.0,57,71,61,92,58,37,Lean,67
5718,246329,20,154.94,73.9,190000.0,55,46,48,59,40,60,Lean,55
3124,214432,25,182.88,74.8,425000.0,13,17,15,52,17,13,Lean,64
5632,245171,17,190.5,68.0,160000.0,24,28,23,54,22,58,Normal,55
10019,232456,29,182.88,78.0,375000.0,21,45,20,63,68,40,Lean,64
4195,222191,28,154.94,72.1,160000.0,47,62,49,81,59,49,Lean,59
2613,233163,27,154.94,74.8,775000.0,65,62,34,72,61,60,Normal,66
10894,245733,23,195.58,93.9,925000.0,71,57,67,55,30,72,Normal,66
5007,211490,28,185.42,76.2,20000.0,11,19,14,25,11,14,Normal,50
435,240900,22,185.42,81.2,8500000.0,16,35,21,66,29,76,Normal,75
9252,231944,21,154.94,66.2,550000.0,25,57,28,73,59,57,Lean,63
12823,231027,28,167.64,62.1,950000.0,55,71,47,67,60,46,Normal,68
13144,186122,31,190.5,88.0,600000.0,35,41,25,52,24,67,Normal,68
13433,195480,27,182.88,71.2,1000000.0,43,64,35,74,70,62,Lean,69
10729,183827,31,190.5,83.9,350000.0,8,9,9,52,8,9,Normal,65
14021,230074,21,154.94,74.8,2200000.0,30,68,39,67,69,68,Lean,70
5725,242996,20,172.72,64.0,150000.0,60,51,47,70,28,53,Normal,55
11233,211322,25,154.94,78.9,825000.0,48,67,48,68,67,65,Normal,66
40,216460,24,185.42,79.8,34000000.0,37,47,30,69,47,81,Normal,84
1383,177482,32,170.18,68.9,1000000.0,63,69,49,59,51,68,Normal,70
14618,237013,31,152.4,73.9,2300000.0,74,66,70,64,30,72,Normal,71
9041,236885,20,190.5,78.9,650000.0,60,54,50,69,41,64,Stocky,63
2316,222160,23,175.26,71.2,1000000.0,30,70,28,79,62,53,Normal,67
8499,229156,23,172.72,59.9,350000.0,33,62,47,66,59,47,Normal,62
10618,243001,21,152.4,76.2,,52,60,36,68,47,42,Normal,65
17362,207421,24,172.72,67.1,13500000.0,80,83,76,90,75,64,Lean,78
15759,142773,34,172.72,71.2,2000000.0,57,78,71,68,67,43,Normal,73
16298,216433,23,187.96,89.8,7500000.0,72,77,69,76,71,70,Normal,74
2623,202970,27,182.88,83.0,600000.0,36,60,24,72,62,52,Normal,66
11205,239491,23,175.26,71.2,950000.0,57,68,47,75,59,38,Normal,66
1552,168950,32,152.4,77.1,1400000.0,67,72,73,75,65,65,Normal,70
17042,246069,28,152.4,73.0,8000000.0,64,78,63,70,74,45,Normal,76
11263,214386,32,152.4,73.9,375000.0,45,64,45,58,47,57,Lean,66
13180,221179,25,182.88,72.1,1300000.0,66,69,47,76,69,55,Normal,69
10976,243911,21,175.26,69.9,850000.0,37,63,36,77,65,51,Normal,66
3799,244573,21,152.4,74.8,425000.0,34,53,38,64,50,58,Normal,61
17238,183130,29,175.26,73.9,9000000.0,67,77,72,77,86,45,Lean,77
12457,229605,21,182.88,69.9,1400000.0,61,66,32,61,65,68,Lean,68
7927,170252,31,152.4,69.9,240000.0,59,55,55,78,42,59,Lean,61
16015,219167,29,187.96,86.2,3500000.0,52,66,55,58,59,75,Normal,73
5670,232822,22,175.26,66.2,150000.0,39,61,32,82,48,37,Normal,55
4368,246112,19,172.72,66.2,210000.0,53,59,48,67,46,38,Normal,57
3801,243832,23,172.72,68.0,280000.0,45,54,32,70,56,51,Normal,61
9460,238018,27,185.42,74.8,375000.0,5,10,7,29,13,14,Normal,64
13165,165889,33,182.88,74.8,725000.0,68,66,67,66,58,64,Normal,68
11537,210713,24,175.26,71.2,700000.0,44,60,48,81,59,56,Normal,66
15700,216020,27,170.18,68.9,3800000.0,35,73,37,72,80,73,Normal,73
13239,193510,33,193.04,91.2,425000.0,26,32,15,33,34,71,Lean,69
1093,215556,22,190.5,69.9,3500000.0,62,73,56,72,57,45,Lean,71
15083,206083,24,172.72,67.1,3200000.0,65,78,55,83,67,38,Lean,71
4017,242857,21,190.5,84.8,425000.0,24,24,24,55,29,58,Normal,60
4022,243623,26,182.88,81.2,260000.0,57,62,53,82,26,57,Normal,60
8824,230820,24,154.94,74.8,400000.0,36,65,33,68,56,55,Lean,63
10176,179930,32,175.26,68.9,475000.0,61,67,62,68,61,43,Lean,65
17241,235353,21,185.42,76.2,15500000.0,73,81,76,94,68,44,Lean,77
8667,228573,22,182.88,73.9,600000.0,64,62,54,84,45,54,Lean,63
3720,239623,22,172.72,58.1,375000.0,35,61,40,66,40,54,Lean,61
13667,163396,30,182.88,83.0,1100000.0,70,64,66,73,55,69,Normal,69
4644,240297,20,200.66,79.8,120000.0,12,13,10,22,22,18,Normal,54
15859,204412,25,175.26,73.0,4900000.0,69,71,52,65,64,70,Lean,73
8024,230631,26,190.5,84.8,260000.0,17,18,16,48,13,17,Normal,62
12901,229722,22,170.18,66.2,1300000.0,45,62,38,65,46,52,Stocky,68
7560,245702,23,175.26,69.9,350000.0,49,64,49,64,49,56,Normal,61
8835,215971,29,154.94,77.1,300000.0,25,27,31,62,29,63,Normal,63
4589,246714,23,175.26,68.9,140000.0,47,59,43,70,48,30,Lean,55
17302,238359,21,154.94,66.2,13500000.0,64,80,68,76,66,57,Normal,77
6042,238051,21,185.42,76.2,180000.0,30,55,30,54,34,48,Lean,57
7683,246408,20,182.88,71.2,425000.0,50,65,46,66,49,53,Lean,61
568,221697,23,154.94,69.9,8000000.0,72,77,53,79,67,58,Lean,74
11629,245238,21,187.96,77.1,1200000.0,28,34,18,55,32,66,Lean,67
7923,241165,24,152.4,71.2,325000.0,59,68,50,65,56,45,Lean,61
11323,139609,33,170.18,67.1,400000.0,62,69,56,59,71,40,Normal,66
8892,204175,27,193.04,78.0,350000.0,26,59,18,64,58,67,Lean,63
6081,243905,18,195.58,87.1,170000.0,9,7,5,24,10,10,Normal,57
10684,212513,22,190.5,74.8,925000.0,56,68,42,79,62,29,Lean,65
601,212023,27,187.96,83.0,6500000.0,80,67,69,62,52,73,Normal,74
12421,190195,29,198.12,84.8,625000.0,11,12,13,43,10,13,Lean,68
10342,209567,32,154.94,69.9,475000.0,65,63,53,69,59,60,Lean,65
17018,205897,24,185.42,76.2,8500000.0,55,74,53,62,58,71,Lean,76
8765,168633,32,152.4,78.0,240000.0,45,60,37,53,58,61,Lean,63
8369,206170,24,185.42,72.1,375000.0,23,45,23,60,36,62,Normal,62
11056,180400,32,154.94,71.2,425000.0,27,52,35,70,67,47,Normal,66
2351,212714,23,187.96,83.9,1100000.0,50,66,35,68,69,66,Normal,67
16382,230207,35,193.04,78.9,1700000.0,36,59,52,40,51,75,Lean,74
12410,236537,20,175.26,64.0,1100000.0,44,66,38,83,67,65,Lean,68
122,234906,20,175.26,69.9,23500000.0,72,84,68,79,68,54,Lean,80
14879,225884,31,175.26,73.9,,63,73,52,89,69,58,Normal,71
14093,201887,26,175.26,67.1,2200000.0,66,68,57,79,67,40,Lean,70
1164,161644,33,185.42,84.8,1400000.0,39,46,34,67,49,74,Normal,71
3699,200928,26,190.5,74.8,375000.0,55,57,54,58,64,56,Normal,62
5290,236431,26,182.88,74.8,60000.0,7,14,6,22,13,11,Lean,53
14007,241854,19,193.04,78.9,2600000.0,55,60,42,65,33,66,Normal,70
2987,238617,19,152.4,78.0,850000.0,39,55,45,69,51,62,Stocky,64
10181,244948,20,185.42,77.1,775000.0,36,54,35,63,44,60,Lean,65
13355,227513,23,175.26,68.9,1300000.0,41,59,39,86,60,62,Lean,69
2411,225574,23,182.88,74.8,775000.0,33,30,33,54,39,67,Lean,66
3165,229052,26,190.5,84.8,425000.0,15,13,17,42,13,11,Normal,64
8988,238956,24,182.88,74.8,500000.0,59,64,47,69,62,43,Normal,63
10764,236555,23,154.94,78.0,750000.0,71,57,54,66,36,63,Normal,65
4636,237919,20,167.64,63.0,100000.0,33,56,38,73,43,42,Normal,54
10237,223679,25,185.42,77.1,625000.0,27,39,38,54,38,58,Normal,65
17625,208920,24,154.94,74.8,16500000.0,45,67,52,75,63,74,Lean,80
5350,246087,20,175.26,68.0,100000.0,40,53,26,58,33,43,Normal,53
838,198599,27,152.4,72.1,3400000.0,57,72,47,86,68,55,Lean,73
8814,204714,30,172.72,66.2,270000.0,35,45,25,72,56,52,Normal,63
16120,232670,31,185.42,83.0,5500000.0,76,73,63,68,50,78,Normal,74
4271,235664,20,152.4,73.0,220000.0,43,56,42,62,24,33,Normal,58
5351,244551,19,193.04,98.9,80000.0,7,14,9,35,18,12,Normal,53
2529,208521,33,187.96,82.1,260000.0,24,37,22,34,32,65,Normal,66
4968,244924,19,182.88,72.1,50000.0,21,46,23,64,42,36,Lean,50
7510,241884,20,182.88,74.8,375000.0,46,56,33,67,63,60,Lean,61
15334,204163,26,182.88,79.8,3400000.0,34,57,32,73,33,72,Stocky,72
10943,226005,27,172.72,72.1,525000.0,55,66,55,73,67,43,Lean,66
10591,216387,26,187.96,86.2,675000.0,63,61,60,70,30,63,Normal,65
2764,242013,22,154.94,76.2,725000.0,35,49,33,71,58,54,Lean,65
14066,200107,27,170.18,64.9,1900000.0,65,69,58,81,63,59,Normal,70
13240,187110,29,175.26,82.1,800000.0,45,63,41,69,67,50,Stocky,69
16164,243903,31,187.96,89.8,5500000.0,75,73,66,68,61,78,Normal,74
4123,229706,21,182.88,72.1,250000.0,27,36,37,65,50,62,Lean,59
2082,232695,29,190.5,87.1,700000.0,24,38,21,40,23,71,Normal,68
14235,203618,28,187.96,94.8,1400000.0,28,55,40,74,57,65,Normal,70
4509,241328,22,187.96,78.0,120000.0,31,34,30,53,40,51,Normal,56
3475,246755,20,175.26,74.8,650000.0,67,63,47,80,34,65,Lean,63
10756,161804,37,172.72,67.1,60000.0,29,61,48,66,64,64,Normal,65
2903,220886,23,182.88,78.0,625000.0,32,56,25,60,55,58,Normal,65
10766,118794,35,193.04,87.1,220000.0,14,11,15,40,12,15,Normal,65
5310,244094,20,167.64,58.1,110000.0,51,59,43,75,50,26,Lean,53
13860,142329,34,190.5,89.8,725000.0,55,55,56,32,60,68,Normal,70
10153,220894,21,172.72,76.2,925000.0,65,65,59,82,61,46,Normal,65
7590,223159,23,182.88,73.9,325000.0,31,49,26,60,45,61,Normal,61
13988,227785,25,152.4,78.0,2300000.0,73,73,59,79,60,59,Normal,70
14881,192091,29,154.94,81.2,1800000.0,43,41,53,53,55,75,Stocky,71
1760,174547,35,175.26,74.8,250000.0,29,54,63,62,61,68,Normal,69
14711,214446,25,152.4,78.9,2600000.0,40,61,37,81,72,69,Normal,71
1486,210868,31,182.88,72.1,1300000.0,49,66,66,68,58,57,Lean,70
14597,231390,22,152.4,71.2,3500000.0,65,75,67,79,59,60,Lean,71
4980,243073,28,185.42,78.0,20000.0,8,13,5,20,10,13,Normal,50
15863,225402,25,175.26,68.0,4000000.0,50,75,60,79,73,60,Lean,73
12434,216048,35,172.72,73.9,475000.0,70,60,56,63,43,76,Normal,68
4289,246450,19,185.42,78.0,260000.0,54,58,45,71,55,53,Lean,58
4918,233398,20,154.94,77.1,50000.0,5,14,9,16,13,13,Normal,49
10053,200701,26,185.42,83.0,650000.0,64,57,64,65,52,65,Stocky,65
6093,233655,21,170.18,68.0,200000.0,47,62,38,74,47,27,Lean,57
2478,205406,30,185.42,73.0,500000.0,19,25,21,49,26,60,Lean,66
15854,138110,37,187.96,81.2,550000.0,60,64,58,46,65,74,Normal,73
934,204337,31,154.94,81.2,2900000.0,66,73,57,75,68,37,Normal,72
9396,231123,24,154.94,73.0,525000.0,29,66,29,59,65,62,Lean,64
3708,247026,19,152.4,67.1,650000.0,51,59,44,77,60,48,Lean,62
358,152879,31,152.4,76.2,6500000.0,60,74,68,42,71,62,Normal,76
1154,180818,31,182.88,73.9,2300000.0,72,71,66,66,63,67,Normal,71
5933,213836,24,175.26,74.8,120000.0,39,53,39,65,57,48,Normal,56
5390,246264,20,187.96,84.8,130000.0,25,36,25,48,45,54,Normal,54
6354,237535,20,152.4,66.2,270000.0,40,62,25,57,32,48,Normal,58
8173,227751,25,175.26,67.1,325000.0,31,59,26,78,61,42,Stocky,62
7539,211667,24,152.4,62.1,290000.0,32,63,29,76,53,49,Lean,61
3935,232746,24,187.96,76.2,210000.0,21,53,20,70,31,51,Lean,60
10309,229285,22,152.4,77.1,750000.0,47,64,48,77,54,51,Normal,65
9329,233965,21,175.26,67.1,575000.0,45,64,51,74,65,52,Lean,64
1483,206005,31,190.5,86.2,1700000.0,70,59,68,40,48,79,Stocky,70
8781,236721,21,185.42,68.9,725000.0,38,65,44,62,56,65,Lean,63
8192,209315,24,152.4,74.8,350000.0,37,51,35,74,56,50,Normal,62
12852,200553,30,182.88,74.8,850000.0,62,70,60,78,65,62,Lean,68
5238,241623,20,185.42,74.8,130000.0,56,42,35,48,36,60,Lean,53
7379,232740,35,175.26,72.1,90000.0,52,61,59,34,65,47,Normal,60
3768,245579,23,170.18,64.9,300000.0,28,70,32,63,54,54,Normal,61
8457,239158,31,198.12,93.9,230000.0,25,31,27,33,24,66,Normal,62
442,188414,33,172.72,73.0,6000000.0,64,78,81,63,65,41,Normal,76
99,204024,28,190.5,76.2,17000000.0,46,71,58,52,61,58,Lean,81
16630,164491,32,185.42,83.0,4500000.0,40,74,65,67,76,68,Normal,75
3080,209268,31,170.18,66.2,425000.0,54,57,55,66,56,50,Normal,64
3359,225146,23,152.4,71.2,475000.0,52,61,40,78,42,58,Normal,63
1316,224524,27,190.5,79.8,1800000.0,23,48,29,46,32,69,Lean,70
5687,247398,20,190.5,76.2,130000.0,6,7,6,24,14,14,Lean,55
408,182184,29,185.42,71.2,7500000.0,63,69,69,62,70,65,Lean,76
2625,190425,30,154.94,73.9,650000.0,66,64,67,65,53,60,Lean,66
12577,221376,31,187.96,78.9,675000.0,37,32,30,63,47,72,Normal,68
8214,157590,33,193.04,93.0,120000.0,22,20,17,28,27,72,Normal,62
8018,152552,33,198.12,96.2,170000.0,11,14,15,39,15,16,Lean,62
10321,152483,32,185.42,68.0,300000.0,22,34,15,77,18,61,Lean,65
9247,218633,23,185.42,77.1,475000.0,65,59,49,74,59,58,Normal,63
15768,208306,23,182.88,78.0,5500000.0,77,71,63,73,51,74,Lean,73
13457,207507,26,187.96,79.8,1300000.0,67,66,65,72,65,70,Normal,69
6008,230667,20,152.4,78.0,190000.0,37,51,46,65,49,54,Lean,56
200,158121,31,187.96,88.0,8000000.0,14,13,12,49,11,15,Normal,79
12887,213089,24,152.4,71.2,1200000.0,67,69,61,88,50,53,Lean,68
15020,228644,26,175.26,68.0,2400000.0,32,61,48,60,57,54,Normal,71
8961,221812,25,175.26,76.2,400000.0,26,58,45,77,63,45,Lean,63
3686,241872,19,182.88,78.0,600000.0,21,34,28,64,34,61,Normal,62
9271,243456,23,152.4,77.1,525000.0,66,61,45,73,43,61,Normal,63
9609,245390,19,172.72,63.0,725000.0,37,63,38,59,46,58,Lean,64
4010,225674,21,175.26,69.9,290000.0,42,59,38,70,49,60,Lean,60
3248,209668,30,170.18,67.1,290000.0,28,61,46,61,48,35,Normal,63
8087,170445,32,182.88,73.9,270000.0,57,59,62,75,45,57,Normal,62
6453,246930,18,190.5,78.9,250000.0,60,53,45,67,34,66,Lean,58
5846,228781,22,154.94,76.2,120000.0,46,53,44,56,53,31,Normal,56
10544,233812,21,154.94,74.8,875000.0,32,67,37,75,68,54,Lean,65
17793,176769,34,154.94,73.9,13500000.0,88,82,85,64,70,82,Lean,83
9997,245008,22,154.94,76.2,500000.0,46,57,43,72,63,60,Normal,64
10341,155551,34,193.04,81.2,325000.0,59,62,60,66,64,66,Lean,65
5597,243936,25,154.94,73.9,100000.0,27,35,24,65,31,53,Normal,55
2636,225261,22,182.88,68.0,825000.0,45,66,47,66,72,60,Lean,66
11401,207429,24,182.88,68.9,875000.0,65,70,57,78,49,67,Lean,66
9490,198073,29,190.5,76.2,375000.0,29,34,15,58,20,68,Normal,64
11899,227740,23,190.5,83.0,1100000.0,16,32,23,53,27,75,Lean,67
14392,209444,27,187.96,82.1,1700000.0,42,52,39,60,36,68,Lean,70
5179,247390,18,175.26,69.9,100000.0,31,49,38,66,51,44,Lean,52
9891,227377,29,185.42,84.8,350000.0,19,25,30,57,22,62,Normal,64
3822,242828,27,185.42,79.8,240000.0,22,25,26,55,26,62,Normal,61
6988,226563,22,170.18,64.9,240000.0,59,54,43,78,43,57,Stocky,59
8866,240279,30,187.96,86.2,290000.0,7,9,8,18,10,12,Normal,63
832,158375,32,172.72,66.2,2600000.0,48,73,58,73,67,63,Lean,73
5487,245618,23,172.72,66.2,90000.0,61,64,44,67,43,46,Lean,54
15871,226162,22,170.18,64.9,5500000.0,69,74,66,71,72,60,Stocky,73
6927,235572,19,195.58,73.0,260000.0,25,38,25,63,28,60,Lean,59
370,134744,36,187.96,83.0,1800000.0,61,73,63,68,69,75,Lean,76
1792,231667,27,175.26,74.8,1200000.0,58,75,35,75,54,48,Stocky,69
4564,247175,26,195.58,86.2,90000.0,23,28,22,51,26,55,Normal,55
11594,190722,28,152.4,81.2,675000.0,64,67,62,83,59,56,Normal,66
3988,247409,18,185.42,82.1,375000.0,26,29,34,58,44,54,Normal,60
16505,210930,26,170.18,64.9,8000000.0,70,77,71,68,76,34,Lean,75
5709,247381,21,185.42,77.1,110000.0,20,26,26,62,40,52,Normal,55
14208,212592,26,154.94,74.8,1700000.0,41,65,52,79,67,49,Normal,70
8317,245357,28,170.18,68.0,300000.0,50,65,52,60,62,40,Normal,62
4714,243367,19,175.26,59.9,90000.0,33,57,31,76,51,32,Lean,53
11344,207956,24,175.26,71.2,850000.0,52,69,42,83,58,63,Stocky,66
3031,216134,28,175.26,72.1,350000.0,36,67,22,78,66,46,Normal,64
4231,242214,18,154.94,73.0,230000.0,55,59,38,61,46,42,Lean,58
1981,236191,35,185.42,78.0,475000.0,70,66,59,71,37,65,Normal,68
8785,235439,22,154.94,73.9,600000.0,66,66,32,78,29,58,Normal,63
9860,213307,24,170.18,63.0,600000.0,61,61,65,76,55,42,Lean,64
7639,221852,28,187.96,78.0,250000.0,32,52,42,61,36,58,Normal,61
13304,195020,28,152.4,82.1,1100000.0,63,67,54,76,67,64,Normal,69
3418,218292,23,175.26,73.0,500000.0,60,66,65,87,55,46,Lean,63
14137,105866,36,154.94,78.9,425000.0,23,35,30,38,35,64,Normal,70
5615,232648,21,185.42,71.2,130000.0,30,52,37,70,58,44,Lean,55
825,194730,31,187.96,82.1,2600000.0,14,13,15,58,32,19,Normal,73
16451,225299,24,185.42,78.9,6500000.0,51,53,28,63,24,65,Normal,74
15939,232270,21,185.42,78.0,5500000.0,57,63,55,79,64,69,Normal,73
13700,233267,24,190.5,78.9,1200000.0,15,16,16,38,13,14,Lean,69
2753,223819,25,154.94,66.2,700000.0,63,66,56,73,66,59,Lean,65
2762,203849,26,193.04,91.2,500000.0,13,11,11,34,11,11,Normal,65
4692,238455,20,182.88,82.1,100000.0,24,26,20,62,24,45,Normal,53
12168,227656,24,152.4,69.9,1000000.0,58,70,50,83,67,43,Normal,67
1752,204992,27,175.26,68.9,1300000.0,66,72,56,81,53,51,Lean,69
12926,225875,26,152.4,76.2,925000.0,56,66,60,82,67,41,Normal,68
12276,246307,24,172.72,66.2,,70,76,61,77,57,55,Normal,67
1853,214320,32,152.4,69.9,775000.0,68,68,41,78,64,58,Normal,68
4113,238927,24,187.96,78.9,150000.0,7,12,6,27,11,12,Normal,59
16860,158438,32,152.4,69.9,5000000.0,51,64,55,66,62,63,Lean,76
16323,202078,28,175.26,74.8,6000000.0,67,79,70,84,51,58,Normal,74
6095,245173,20,152.4,68.0,170000.0,25,50,31,67,37,57,Lean,57
5449,235949,21,167.64,67.1,100000.0,37,58,41,69,45,31,Normal,54
6209,244306,18,187.96,79.8,210000.0,27,28,24,73,29,59,Normal,57
2472,236877,23,182.88,74.8,975000.0,45,68,48,73,54,42,Lean,66
6812,140424,35,182.88,81.2,80000.0,59,49,45,62,45,62,Stocky,59
4632,246117,18,152.4,74.8,100000.0,51,61,52,68,49,32,Lean,54
17814,198950,26,175.26,69.9,30500000.0,78,86,64,75,84,61,Normal,83
10652,235568,23,154.94,68.0,825000.0,41,65,42,61,54,61,Lean,65
15038,213017,23,185.42,73.9,3000000.0,36,57,43,73,61,68,Lean,71
8707,211917,30,154.94,73.0,290000.0,37,48,32,54,38,57,Normal,63
5814,238031,21,152.4,69.9,160000.0,34,51,44,67,39,49,Normal,56
4140,198761,27,182.88,81.2,180000.0,57,54,63,68,50,49,Normal,59
5084,245039,20,182.88,74.8,60000.0,52,50,37,70,32,48,Normal,51
5102,243949,17,185.42,82.1,110000.0,55,43,41,65,30,51,Normal,52
7051,199139,27,185.42,76.2,210000.0,37,43,46,43,54,57,Normal,60
8555,230409,31,187.96,79.8,230000.0,23,22,68,62,44,53,Normal,62
17653,139068,32,152.4,69.9,15500000.0,72,87,76,76,80,62,Lean,81
421,230613,21,182.88,73.9,11500000.0,48,76,46,68,64,59,Lean,76
7775,224859,21,185.42,69.9,450000.0,60,69,56,79,56,50,Normal,61
4538,233741,20,152.4,74.8,130000.0,55,56,46,69,34,53,Lean,55
5973,210728,24,182.88,79.8,90000.0,13,16,13,45,20,12,Normal,56
5376,228369,20,182.88,77.1,110000.0,16,19,11,34,13,20,Normal,53
16132,182736,36,187.96,82.1,1300000.0,13,16,19,36,13,11,Normal,74
5854,245415,25,172.72,69.9,80000.0,9,6,6,34,10,13,Normal,56
13779,229649,21,175.26,67.1,1700000.0,64,70,38,70,65,53,Lean,69
14090,234399,20,182.88,74.8,3400000.0,74,74,66,73,60,65,Lean,70
290,157304,33,182.88,79.8,5000000.0,52,55,56,67,63,81,Normal,77
13764,224537,26,187.96,83.0,1100000.0,23,47,30,52,47,63,Normal,69
2518,239483,27,187.96,84.8,675000.0,41,59,33,58,41,63,Normal,66
14362,211506,23,182.88,73.0,2400000.0,65,70,69,68,65,53,Normal,70
10436,233088,25,154.94,68.9,525000.0,8,10,10,32,13,10,Lean,65
7440,247558,19,152.4,69.9,450000.0,57,75,59,65,48,54,Normal,60
17460,185431,31,187.96,79.8,12000000.0,83,73,75,67,60,78,Lean,79
6975,203539,28,152.4,69.9,160000.0,55,61,45,68,60,49,Normal,59
12030,230768,21,175.26,77.1,1200000.0,55,76,59,69,66,43,Lean,67
5506,247368,18,182.88,77.1,120000.0,27,49,26,72,47,49,Normal,54
12165,192840,28,198.12,93.9,800000.0,67,54,64,52,55,79,Normal,67
13078,221473,22,170.18,62.1,1600000.0,51,72,30,88,66,32,Normal,68
14276,230480,31,182.88,78.0,1700000.0,62,77,63,58,69,64,Normal,70
2344,227549,26,154.94,83.9,750000.0,20,45,29,50,23,66,Normal,67
496,206424,31,175.26,71.2,4800000.0,59,67,69,74,77,37,Normal,75
16825,230408,27,152.4,72.1,7000000.0,65,77,66,74,75,58,Normal,75
6791,213151,23,187.96,73.9,180000.0,34,58,34,63,53,57,Normal,59
4325,247542,18,154.94,63.0,260000.0,49,64,47,67,51,39,Lean,58
14131,204684,26,187.96,81.2,2200000.0,68,74,58,63,72,66,Normal,70
3677,177363,31,172.72,69.9,220000.0,28,51,22,63,60,58,Normal,62
11033,243384,19,165.1,57.2,1000000.0,65,68,42,76,63,51,Lean,66
16818,231949,25,152.4,78.9,9000000.0,73,75,68,83,64,64,Stocky,75
691,203736,26,185.42,88.0,7000000.0,76,71,59,79,61,69,Normal,74
16817,189709,29,195.58,93.0,5000000.0,30,50,37,31,45,76,Normal,75
5993,234259,20,175.26,69.9,130000.0,31,49,32,69,49,53,Normal,56
11926,193427,29,182.88,69.9,725000.0,65,70,57,82,63,52,Lean,67
5971,241707,20,187.96,64.9,180000.0,30,52,42,60,40,51,Lean,56
622,196942,31,152.4,73.9,4200000.0,59,59,49,69,77,62,Lean,74
9062,225872,22,175.26,69.9,575000.0,57,65,52,79,61,51,Normal,63
5149,243096,22,182.88,79.8,60000.0,17,26,27,63,28,44,Stocky,52
14731,214944,24,187.96,77.1,2800000.0,60,64,46,34,48,68,Lean,71
6448,221845,26,190.5,69.9,120000.0,12,19,15,39,17,14,Lean,58
13889,213228,24,162.56,64.0,2000000.0,46,70,59,75,66,52,Normal,70
4233,245796,19,187.96,74.8,240000.0,60,58,52,73,48,51,Normal,58
291,205431,26,187.96,83.0,10500000.0,79,70,71,63,63,80,Normal,77
7306,236369,20,193.04,88.0,425000.0,33,32,34,69,43,65,Lean,60
5326,236387,20,193.04,88.0,110000.0,26,34,36,49,30,55,Normal,53
4180,233425,22,185.42,73.9,210000.0,11,13,10,35,11,12,Normal,59
12017,201847,25,195.58,83.9,700000.0,2,4,8,34,19,5,Normal,67
13710,225584,25,172.72,74.8,1300000.0,63,73,55,89,63,60,Normal,69
3000,187176,34,182.88,78.9,180000.0,39,58,51,50,43,67,Lean,64
7168,241311,29,175.26,69.9,160000.0,22,52,23,56,60,49,Lean,60
16470,154634,36,152.4,71.2,650000.0,46,72,62,67,86,60,Normal,74
16549,190666,28,182.88,78.0,5500000.0,36,52,54,64,47,71,Normal,75
58,210413,24,187.96,78.0,31000000.0,30,65,28,63,36,77,Normal,83
5516,241982,18,175.26,72.1,150000.0,41,55,39,68,43,37,Normal,54
11648,224243,22,175.26,68.9,1000000.0,53,73,55,87,62,47,Normal,67
2350,245226,18,187.96,83.0,1000000.0,24,44,28,52,25,66,Lean,67
13327,169158,31,182.88,78.0,700000.0,29,45,44,54,61,67,Normal,69
2986,176922,32,190.5,82.1,260000.0,14,12,13,55,16,16,Normal,64
10946,182228,30,154.94,73.9,475000.0,32,55,36,67,64,58,Lean,66
17915,222492,23,182.88,74.8,61000000.0,81,88,85,93,83,72,Lean,86
11304,235619,20,167.64,78.0,1400000.0,62,77,45,76,56,37,Lean,66
15801,217242,25,152.4,73.0,5000000.0,74,76,58,79,64,51,Lean,73
8553,242953,27,154.94,77.1,,24,44,31,68,24,60,Stocky,62
7656,207509,28,182.88,73.0,260000.0,32,62,38,64,46,56,Lean,61
